"CUST_ID","gender","DateOfBirth","State","Contact","Segment"
35163792,"Female","22-May-94","CO","371-423-2618","Platinum"
93871952,"Male","01-Sep-93","NC","582-426-1238","Platinum"
32464636,"Female","25-Aug-88","DE","862-247-1496","Gold"
7583158,"Female","20-Mar-97","MT","481-519-7921","Gold"
80670612,"Female","12-Jul-94","OH","549-586-9146","Gold"
21840201,"Female","21-Jan-91","KY","281-146-5627","Platinum"
29130403,"Male","27-Dec-98","VT","457-421-1976","Silver"
89806715,"Female","26-Oct-60","IA","157-529-5243","Silver"
56016139,"Male","10-Mar-70","WI","346-389-9324","Platinum"
20028241,"Male","19-Sep-90","MA","762-628-3261","Platinum"
98341654,"Male","16-Dec-97","NH","375-624-6749","Platinum"
44643917,"Male","19-Dec-68","WA","278-698-5972","Gold"
76185878,"Male","27-Jan-94","NC","463-812-2598","Gold"
18665169,"Female","24-Feb-72","MD","429-825-9486","Gold"
17177153,"Female","03-Oct-85","HI","951-927-8617","Platinum"
84736739,"Male","27-Feb-94","NE","948-947-1695","Gold"
20110599,"Female","22-Apr-87","SD","163-459-7846","Silver"
15635627,"Male","16-Mar-97","OK","417-531-1953","Silver"
3374112,"Female","11-Nov-60","MI","213-968-4851","Platinum"
78415715,"Female","28-Jul-78","OH","381-591-8265","Platinum"
83080037,"Male","16-Jun-82","MA","965-968-1539","Silver"
74017955,"Male","09-Dec-70","CO","582-859-4869","Gold"
33372791,"Male","27-Mar-65","NC","642-328-5489","Gold"
48874104,"Male","05-Dec-80","GA","638-891-6419","Silver"
61822144,"Male","21-May-98","LA","184-816-8412","Silver"
95418320,"Male","01-Aug-88","IN","324-817-2436","Silver"
26450621,"Female","14-Feb-87","FL","579-358-6391","Silver"
64622520,"Female","03-May-85","MT","624-571-5793","Gold"
32521691,"Female","07-Jan-86","ME","326-536-6253","Platinum"
39444603,"Female","12-Apr-69","TN","431-425-7815","Platinum"
48960366,"Male","09-Aug-64","NC","528-576-2918","Platinum"
80701300,"Female","28-Jul-94","MS","593-423-4839","Silver"
13275896,"Male","18-Feb-69","NV","659-459-7463","Platinum"
62816998,"Male","22-Dec-60","AL","941-923-5623","Silver"
85700566,"Male","17-Aug-68","DE","289-394-4517","Gold"
81138909,"Male","09-Aug-89","NY","163-876-9473","Silver"
31115028,"Female","16-Oct-65","NE","321-243-9564","Silver"
59843845,"Female","14-Nov-92","LA","657-637-9325","Platinum"
75471235,"Male","23-Jul-91","CO","942-659-6475","Gold"
37365245,"Male","24-Apr-72","ND","278-968-4875","Silver"
30886292,"Male","13-May-74","PA","179-142-9184","Silver"
20094340,"Male","05-Jun-66","WY","497-752-5396","Silver"
40948894,"Female","16-Jul-73","UT","239-839-2365","Gold"
59903277,"Male","19-May-96","OK","634-697-8673","Gold"
4412055,"Female","28-May-64","AK","576-276-4931","Gold"
63302691,"Female","27-Feb-78","WI","496-493-1743","Gold"
69473158,"Male","23-Feb-89","WA","962-461-7829","Gold"
30943507,"Female","27-Dec-75","MO","184-859-7185","Silver"
88072232,"Male","05-Jun-83","AZ","932-518-9524","Gold"
17859000,"Female","05-Apr-79","IA","732-758-2761","Gold"
44758258,"Female","14-Nov-85","NJ","789-241-7938","Silver"
59389375,"Male","03-Nov-88","VA","985-924-8693","Gold"
56357617,"Male","03-Dec-94","HI","479-834-2685","Gold"
82034436,"Female","10-Jun-73","NH","612-831-3179","Gold"
85532819,"Male","09-May-79","NY","452-524-8423","Silver"
23741962,"Female","06-Aug-68","NJ","493-483-5418","Silver"
96543848,"Male","07-Dec-65","WV","341-659-5319","Gold"
91135917,"Male","15-Aug-86","NV","697-129-2549","Platinum"
524545,"Female","10-Aug-80","NC","798-862-5398","Gold"
89479887,"Male","26-Feb-96","MO","527-156-6825","Platinum"
73495163,"Male","30-Dec-74","NY","852-943-3847","Platinum"
49889657,"Male","21-Aug-75","NE","528-923-7546","Silver"
96931053,"Female","26-Jan-97","NV","958-657-4621","Gold"
1300972,"Female","08-Jun-66","ID","378-587-1687","Platinum"
83887508,"Female","07-Jun-69","ID","965-541-7429","Gold"
53897607,"Female","31-Aug-75","CO","975-825-8352","Gold"
92392817,"Female","09-Feb-88","ME","269-614-8632","Gold"
75086914,"Male","18-Nov-65","LA","123-389-3254","Platinum"
27868943,"Female","11-Sep-80","IN","951-875-3657","Platinum"
42238302,"Male","12-Sep-93","NY","764-365-5234","Platinum"
83882449,"Male","31-Jan-92","AR","361-389-8923","Platinum"
53191091,"Male","26-Mar-65","MD","592-942-4216","Silver"
55836042,"Male","17-May-83","AR","687-713-6528","Silver"
19796899,"Female","17-Dec-75","TX","725-873-8239","Gold"
42014103,"Male","06-Feb-99","MS","561-657-4953","Gold"
66632396,"Female","13-Feb-61","MO","247-859-1298","Silver"
34778857,"Male","10-Aug-75","TN","643-645-8493","Gold"
28437868,"Female","31-Jan-68","NY","398-185-7936","Platinum"
85641672,"Male","09-Nov-79","PA","512-318-6489","Platinum"
86985239,"Male","04-Sep-69","NV","194-354-9283","Gold"
19409471,"Male","07-Nov-63","AR","215-978-4689","Silver"
98537509,"Female","10-Sep-89","NJ","342-312-9723","Gold"
36871042,"Male","20-Feb-99","RI","428-836-7356","Gold"
62206180,"Male","09-Dec-67","NC","914-173-2839","Silver"
6448629,"Female","23-Oct-84","SD","532-279-9851","Gold"
30197131,"Female","23-Nov-73","MT","518-765-8532","Gold"
7988398,"Male","12-Sep-76","PA","459-421-4897","Gold"
13687085,"Male","18-Nov-97","DE","137-146-7356","Platinum"
30864915,"Male","09-Jul-82","LA","231-692-9132","Gold"
44665885,"Female","15-Aug-94","CT","312-791-7619","Platinum"
14604149,"Male","07-Apr-64","IL","458-539-9346","Platinum"
9600820,"Female","19-Feb-62","MN","356-384-4378","Gold"
54275114,"Male","22-Jul-68","MT","913-256-4138","Gold"
24065986,"Male","25-Nov-98","PA","416-398-8934","Silver"
52208972,"Female","22-Dec-76","OR","563-624-6872","Silver"
13435761,"Female","24-Jul-73","GA","241-382-4182","Gold"
64916376,"Male","24-Jul-99","MD","723-957-1396","Platinum"
35895151,"Male","12-Aug-76","VT","158-152-8735","Platinum"
8201624,"Female","11-Nov-80","NV","761-527-7361","Platinum"
55933927,"Male","02-Nov-65","AL","143-139-8267","Gold"
65899365,"Female","25-Jul-73","TX","135-971-8567","Platinum"
57025376,"Female","20-Sep-65","OH","724-817-2586","Silver"
92189083,"Male","07-May-64","TN","935-642-8416","Gold"
83836752,"Female","24-May-86","MS","435-561-9674","Platinum"
43806629,"Female","05-Nov-86","MN","561-183-4857","Gold"
7303971,"Male","12-Mar-92","ME","691-856-6412","Silver"
35189228,"Male","29-Oct-74","RI","951-982-4276","Gold"
47879133,"Female","16-Dec-81","CT","918-957-1486","Gold"
25550440,"Male","11-Aug-84","NY","173-589-2678","Gold"
38718253,"Male","19-Jul-68","IL","423-385-8591","Gold"
44632301,"Female","23-Feb-81","WV","261-697-1863","Silver"
46691405,"Male","03-Dec-99","NY","849-637-4683","Gold"
96395873,"Female","13-Oct-63","PA","397-921-2875","Platinum"
25582668,"Female","20-Jun-93","SD","843-873-3714","Platinum"
21969808,"Female","07-Oct-98","IA","961-647-1945","Platinum"
56525103,"Male","27-Dec-99","CO","312-385-7329","Gold"
59510159,"Male","27-May-81","IN","421-734-8421","Gold"
76666463,"Female","30-Jan-91","DE","614-357-3216","Gold"
10330113,"Female","23-Feb-96","ID","124-294-1973","Platinum"
85250389,"Female","08-May-67","TX","827-367-5247","Platinum"
17330419,"Female","15-Dec-98","DE","625-981-8926","Silver"
62935855,"Male","16-Dec-93","MD","162-183-8139","Gold"
27304494,"Male","11-May-65","MO","214-139-4297","Gold"
15820948,"Male","22-Feb-64","TX","583-641-3184","Silver"
25989608,"Female","04-Mar-97","IA","498-475-7823","Gold"
64214079,"Male","26-Feb-81","ME","579-765-9642","Gold"
58468142,"Female","21-Mar-95","TX","684-172-1892","Gold"
12108789,"Female","09-Apr-67","IA","529-962-3471","Gold"
25365364,"Male","29-Apr-73","RI","362-491-4692","Platinum"
76339681,"Female","08-Mar-90","MI","843-529-3256","Platinum"
97514724,"Male","08-Jun-69","FL","641-684-7986","Platinum"
14501963,"Male","24-Oct-80","NM","978-631-4759","Gold"
41673539,"Female","23-Mar-97","ID","738-935-7236","Platinum"
47730331,"Male","02-Aug-84","MD","295-618-9248","Platinum"
91180828,"Female","17-Mar-87","MI","136-473-6752","Platinum"
86237672,"Male","26-Jul-63","IL","384-642-8162","Gold"
47437882,"Male","04-Jan-88","AR","819-543-1365","Platinum"
87092211,"Male","20-Jun-80","ME","128-398-1894","Silver"
49820646,"Male","03-Mar-84","IL","761-237-6184","Silver"
77542013,"Male","19-Oct-77","CO","652-914-5274","Platinum"
40950455,"Male","19-Sep-78","TX","679-963-5234","Gold"
97115629,"Female","22-Sep-96","MT","295-347-9854","Gold"
30831279,"Male","28-May-84","ME","516-973-5972","Silver"
28866353,"Male","07-Mar-67","ID","973-967-2815","Silver"
23142036,"Female","10-Mar-84","CO","628-758-6123","Gold"
89986804,"Female","02-Apr-66","LA","163-572-9136","Silver"
44467682,"Male","27-Dec-93","IN","571-162-2735","Gold"
45812655,"Male","11-Aug-95","VA","123-346-2854","Gold"
49531152,"Male","23-Feb-71","FL","857-681-7518","Platinum"
5152503,"Male","27-Aug-75","ND","126-721-7382","Silver"
41093135,"Female","13-Mar-82","NV","273-769-6917","Gold"
61806100,"Female","07-Jan-92","OR","927-618-7894","Platinum"
81909700,"Female","14-Jan-61","IN","392-153-3128","Platinum"
7891758,"Male","16-Jan-82","ID","596-842-1325","Platinum"
95560169,"Male","25-Mar-73","RI","597-124-3297","Platinum"
48477566,"Female","22-Oct-92","AR","641-298-6278","Platinum"
38183238,"Female","15-Mar-85","FL","596-319-8236","Gold"
48335931,"Female","29-Jan-62","MO","654-352-4582","Silver"
74888099,"Male","22-Jul-80","CO","125-613-7698","Platinum"
9775143,"Female","10-Jan-95","LA","921-936-1682","Silver"
39959491,"Female","07-Apr-95","DE","139-742-5417","Silver"
69355027,"Female","17-Dec-64","MO","354-352-3891","Silver"
95639174,"Male","18-Apr-62","MD","574-785-1593","Platinum"
82028774,"Male","05-Jul-60","ME","935-874-7328","Platinum"
48673624,"Female","21-Mar-76","ID","536-156-4179","Platinum"
41009394,"Female","06-Jul-84","UT","384-934-5241","Gold"
42726730,"Female","03-Mar-66","IL","925-473-6217","Gold"
18062339,"Male","10-May-76","MO","572-567-1943","Silver"
6540281,"Male","08-Feb-93","AR","196-527-8275","Silver"
61582066,"Female","04-Apr-97","GA","385-513-8153","Platinum"
49058491,"Female","28-Feb-73","AL","794-453-2839","Platinum"
3124373,"Male","18-Dec-79","IA","527-891-4692","Platinum"
5345468,"Female","21-Mar-93","DE","279-185-9127","Platinum"
84147585,"Male","18-Oct-72","AK","743-569-4783","Gold"
85357756,"Male","02-Jan-70","PA","915-698-3649","Platinum"
53539195,"Male","02-Oct-89","NV","914-342-8239","Gold"
47153140,"Male","22-Jul-90","ID","738-413-2418","Platinum"
34369658,"Female","05-Aug-85","IN","897-847-6547","Gold"
14477985,"Male","09-Jul-98","NE","496-361-3285","Silver"
66521317,"Male","03-Sep-91","SD","519-549-9375","Silver"
9081086,"Male","06-Aug-76","WA","254-273-2185","Silver"
47237571,"Female","14-Nov-84","MI","982-854-4365","Platinum"
36009093,"Female","04-Jun-84","SC","264-374-5794","Platinum"
60016590,"Female","25-May-84","NV","649-742-8132","Silver"
96861647,"Female","06-Aug-96","NH","495-732-2638","Silver"
70659761,"Male","25-Jun-94","WI","928-163-5178","Platinum"
91010040,"Male","27-Jan-98","VA","329-421-9842","Gold"
69050904,"Female","19-Feb-96","ID","561-736-4597","Gold"
69128619,"Male","18-May-91","OK","728-846-5942","Gold"
76933532,"Female","04-Oct-76","PA","892-468-9436","Platinum"
25174766,"Female","19-Jul-95","VT","298-139-6894","Platinum"
38923726,"Female","28-Apr-88","VT","182-927-4389","Gold"
53225913,"Female","08-Apr-64","WY","568-238-7849","Silver"
83086717,"Male","12-Oct-65","SC","948-634-1547","Gold"
40460125,"Female","29-Dec-97","KY","149-439-8456","Silver"
88200222,"Female","15-Sep-66","NM","234-625-7536","Silver"
88878373,"Female","05-Jul-66","CT","536-642-3159","Gold"
97545319,"Male","18-Apr-63","OR","749-261-7893","Silver"
64610611,"Male","15-Jul-87","MO","854-324-1974","Silver"
24310699,"Male","21-Nov-81","ME","857-617-2867","Platinum"
42569977,"Female","24-Mar-97","MS","532-438-5347","Silver"
34803042,"Female","01-Jan-69","MI","148-169-8712","Platinum"
25512276,"Male","18-Dec-83","NY","748-391-1549","Gold"
9205013,"Male","11-Dec-63","DE","239-368-6759","Platinum"
29517588,"Female","15-Sep-99","OH","783-978-8392","Silver"
71462870,"Male","27-Apr-81","NJ","495-278-7638","Platinum"
53886536,"Male","19-Aug-60","FL","879-351-3681","Gold"
89279737,"Female","04-Nov-64","OK","912-289-1532","Platinum"
5027573,"Male","27-Aug-89","NM","948-589-4138","Gold"
69204774,"Male","18-Jun-60","MA","613-746-6123","Platinum"
9466593,"Female","21-May-78","CT","826-527-2935","Gold"
30679789,"Female","27-Jul-71","RI","571-543-7321","Silver"
15000907,"Male","27-Jul-64","NH","658-953-7692","Silver"
96795364,"Female","27-Jul-63","TX","548-374-3892","Silver"
33152432,"Female","25-Mar-88","IL","752-932-1462","Gold"
42867092,"Female","22-Aug-70","SC","596-249-8736","Silver"
47145694,"Female","18-Jul-61","MT","642-359-2349","Gold"
72833735,"Female","17-Jan-71","KY","893-531-9732","Silver"
3771583,"Female","12-Feb-78","OK","972-634-1294","Silver"
8609975,"Male","27-Dec-67","TN","142-326-1568","Platinum"
29235935,"Female","27-Oct-98","MD","281-869-9351","Platinum"
35459428,"Male","06-Nov-91","NH","642-462-7695","Silver"
2917414,"Female","30-Aug-82","SD","725-146-3826","Platinum"
55982230,"Male","05-May-91","MO","152-467-3764","Platinum"
69872861,"Female","05-Mar-64","VA","872-897-8156","Silver"
44866465,"Male","31-Aug-92","SD","738-518-3125","Silver"
39554038,"Male","05-Apr-70","MT","537-231-1768","Silver"
14712345,"Male","05-Dec-92","TN","527-732-1987","Silver"
41660480,"Female","11-Jan-80","ID","439-961-5261","Silver"
53981675,"Male","09-Apr-86","SC","839-731-7381","Platinum"
287476,"Male","28-Jul-88","FL","364-598-1549","Silver"
58378868,"Female","29-Oct-84","IA","367-512-2167","Gold"
62960540,"Male","29-Jul-88","TN","159-976-1642","Silver"
36780334,"Male","11-Jan-76","VT","253-864-1967","Silver"
17814402,"Female","14-Jul-84","PA","136-379-5432","Silver"
4420512,"Male","27-May-91","PA","316-643-2935","Silver"
51485708,"Female","23-Apr-97","WI","219-562-9756","Gold"
71496799,"Male","27-May-95","ND","843-251-7481","Platinum"
85983291,"Female","19-Jun-62","AR","715-829-4859","Gold"
29500814,"Male","09-Oct-62","SD","476-851-9768","Platinum"
74351384,"Male","02-Jul-86","LA","372-572-7263","Silver"
72363224,"Male","06-Jan-69","SC","271-324-8534","Silver"
41106063,"Male","26-Mar-88","FL","284-876-9462","Gold"
57043846,"Male","24-Dec-96","RI","756-197-4972","Silver"
31740446,"Male","26-Mar-73","NY","163-473-1482","Gold"
17690710,"Male","03-Mar-73","ME","693-739-2369","Silver"
50771198,"Male","15-Dec-94","ND","361-249-7392","Silver"
23460895,"Male","22-Jan-67","CT","567-179-5829","Platinum"
33628817,"Male","12-Aug-64","MS","243-497-9317","Silver"
32791401,"Male","27-Jul-94","MN","421-738-4967","Platinum"
86491727,"Female","29-Jan-97","IL","294-187-3286","Gold"
99674324,"Male","28-Jan-65","UT","517-562-4916","Silver"
81371138,"Female","09-Nov-63","MI","198-641-6743","Gold"
30199988,"Female","17-Mar-65","WY","321-296-9823","Platinum"
20299691,"Male","04-Jul-88","TN","375-958-4571","Platinum"
40591588,"Male","01-Nov-84","CA","652-837-5837","Silver"
28871739,"Female","29-Apr-77","NY","132-423-5694","Platinum"
46995469,"Male","23-Aug-73","MA","592-471-5829","Platinum"
8774687,"Male","08-May-80","KS","813-179-4628","Silver"
42083451,"Male","23-Nov-67","AK","689-375-9463","Platinum"
50560987,"Male","28-Jan-71","NM","927-641-9614","Platinum"
88881248,"Female","03-May-63","SC","389-128-5432","Gold"
30060683,"Female","02-Jul-83","AR","549-267-4197","Gold"
28999720,"Male","02-Nov-68","FL","534-219-7419","Platinum"
40971431,"Female","08-Jul-75","DE","519-935-1384","Platinum"
46866733,"Female","18-Jan-69","MN","453-351-9582","Gold"
6563653,"Male","02-Mar-76","NV","257-579-6281","Platinum"
9959859,"Male","18-Nov-70","NV","265-456-8296","Gold"
71404791,"Female","08-Sep-79","NJ","154-695-4765","Gold"
73491590,"Female","18-Jun-87","TX","196-126-1725","Gold"
11429044,"Male","16-Mar-78","NC","972-651-4751","Silver"
45634936,"Female","11-Jun-67","OK","173-527-4698","Platinum"
71108576,"Male","20-Dec-66","AL","783-148-8715","Silver"
9017128,"Female","29-Nov-67","MS","951-573-4932","Silver"
72587271,"Female","09-Sep-71","OK","372-592-3274","Silver"
12673582,"Female","15-May-82","VT","869-941-8925","Gold"
44821508,"Male","27-Feb-72","KY","651-851-4785","Platinum"
85683729,"Male","23-Aug-75","SD","416-182-5128","Silver"
90115894,"Male","16-Nov-69","OH","327-875-8379","Platinum"
45566276,"Male","31-May-80","TX","362-764-1857","Platinum"
12827745,"Female","16-Nov-72","HI","845-491-5421","Silver"
28590552,"Female","10-Jan-64","TN","189-813-7561","Silver"
15965441,"Female","26-May-74","NV","327-934-6843","Silver"
12779308,"Female","03-Feb-85","SD","415-968-7496","Platinum"
53719176,"Male","29-May-92","FL","174-342-7516","Silver"
51842360,"Female","03-Dec-76","AK","147-475-9412","Platinum"
56398264,"Female","29-Jun-79","NY","713-394-6524","Silver"
73898057,"Female","25-May-60","KS","418-459-4571","Platinum"
2476913,"Male","06-Jun-83","OH","591-934-6948","Gold"
66267050,"Female","14-May-62","NE","716-145-5671","Gold"
46551094,"Female","01-Aug-70","OR","564-598-2173","Platinum"
5061178,"Female","14-Oct-72","AR","532-216-1635","Silver"
29323970,"Male","03-Mar-71","NE","783-653-9163","Gold"
67243622,"Male","17-Oct-86","NE","715-435-9327","Gold"
62861487,"Male","09-Aug-87","NV","851-758-3157","Gold"
98083433,"Male","16-Oct-71","CA","912-418-8739","Gold"
15681024,"Female","28-Nov-83","AL","216-539-3569","Silver"
92644503,"Male","18-Apr-89","PA","845-829-8214","Gold"
65916260,"Female","06-Apr-96","KS","687-698-6425","Platinum"
34953203,"Female","09-May-97","ME","728-597-3415","Platinum"
99961993,"Male","10-Jun-95","AL","234-943-2876","Platinum"
42098367,"Female","27-Oct-74","MA","278-485-6849","Gold"
9130038,"Female","22-Nov-64","TN","382-247-4267","Silver"
80562391,"Female","24-Feb-60","NY","521-689-3269","Gold"
28932340,"Male","05-Jan-96","LA","652-265-8231","Gold"
79212942,"Female","31-Jan-60","NY","371-639-4189","Platinum"
5864769,"Male","17-Nov-82","CO","314-953-3162","Gold"
3955265,"Male","27-Feb-77","IN","324-296-9625","Platinum"
42882285,"Female","21-Dec-62","SD","149-928-6451","Platinum"
96134505,"Female","03-Jun-84","CT","832-482-4236","Silver"
8375366,"Female","29-Jul-63","AL","875-392-9487","Gold"
82000019,"Male","10-Oct-92","MI","785-894-3194","Silver"
30394029,"Female","08-Jan-70","SC","742-324-8253","Gold"
51525336,"Female","06-Jun-78","HI","485-435-7918","Silver"
54963034,"Female","14-Apr-66","CT","937-293-7985","Platinum"
90876878,"Male","20-Mar-93","OH","897-689-5672","Silver"
16216085,"Female","26-Dec-72","VT","719-273-4738","Platinum"
11982382,"Male","14-Mar-88","OH","439-628-2835","Gold"
33290806,"Male","29-Aug-96","FL","938-486-2376","Gold"
39628347,"Female","10-Jun-70","SD","591-895-6541","Platinum"
84277947,"Female","16-Aug-97","IL","364-165-1298","Silver"
95856464,"Male","03-Jun-99","WI","354-648-3765","Gold"
67335009,"Female","26-Feb-83","MA","732-284-9752","Platinum"
8765210,"Male","27-May-73","WA","893-183-3164","Gold"
77765211,"Male","08-Oct-81","NV","754-754-6471","Silver"
39035416,"Male","29-Jul-61","IA","785-836-9316","Platinum"
5264479,"Male","04-Sep-83","WI","738-216-9185","Gold"
24769711,"Male","04-Aug-66","NH","159-574-8794","Silver"
98142348,"Male","25-Jul-76","CA","416-278-7936","Platinum"
22328083,"Male","15-Sep-72","MT","384-486-4537","Silver"
85984961,"Female","29-Aug-82","CA","948-162-6123","Silver"
46937376,"Female","15-Feb-94","AL","784-895-3481","Gold"
54252815,"Female","01-Apr-92","IN","625-425-9124","Gold"
17774827,"Male","09-Jun-67","FL","239-143-5279","Gold"
80544918,"Female","22-Jun-87","MS","739-748-9768","Platinum"
18818283,"Female","03-May-97","CT","179-136-6493","Platinum"
22370979,"Male","17-Jan-62","CO","768-829-7481","Silver"
88623068,"Female","14-May-78","FL","532-674-5268","Silver"
89044601,"Male","21-Oct-64","AL","613-467-9145","Gold"
73876237,"Female","27-Jan-75","AL","879-185-4857","Silver"
47585713,"Male","20-Apr-71","ND","627-861-9247","Platinum"
16981057,"Female","07-Aug-66","MT","685-645-1276","Gold"
32301882,"Male","31-May-67","NM","124-437-6728","Silver"
16717085,"Male","11-Dec-84","AR","172-426-6187","Gold"
75192560,"Female","22-Mar-84","IA","784-943-8563","Platinum"
24715429,"Female","23-Mar-81","WY","689-678-8591","Platinum"
2121802,"Male","27-Aug-80","PA","827-714-7821","Silver"
30966524,"Male","31-Jan-85","RI","847-169-5361","Gold"
63238733,"Female","08-Sep-93","AZ","268-398-8256","Gold"
39608351,"Male","03-Dec-83","IA","142-758-5874","Gold"
16453494,"Female","17-Apr-78","CT","786-768-5678","Silver"
92789350,"Male","14-Aug-71","CT","486-257-6798","Silver"
83706741,"Female","13-Nov-71","NJ","368-385-8726","Silver"
92400577,"Male","14-May-71","MA","625-823-4875","Silver"
90646435,"Female","07-Dec-78","IL","356-975-8315","Gold"
56229221,"Female","03-Jul-93","DE","436-376-2349","Silver"
63788489,"Male","01-May-71","SC","549-471-1638","Platinum"
49187749,"Male","03-Feb-84","FL","748-417-3164","Gold"
58144290,"Male","08-Jan-79","TX","893-725-3847","Gold"
21330507,"Male","13-Mar-62","TX","871-328-3185","Platinum"
21066098,"Female","16-Aug-62","LA","356-637-2735","Platinum"
46673661,"Male","28-Oct-97","MI","123-942-4267","Platinum"
48477164,"Female","20-Oct-76","NV","572-493-8516","Silver"
42351519,"Female","03-Jul-79","GA","237-467-4729","Gold"
25879245,"Male","11-Jun-82","WA","154-126-4286","Gold"
86301193,"Female","23-Dec-80","LA","951-543-3542","Platinum"
12996134,"Female","28-Jun-71","AL","925-723-2589","Platinum"
44003496,"Male","30-Dec-62","CO","156-853-4153","Gold"
89737711,"Male","30-Mar-91","WA","641-148-4597","Platinum"
32560779,"Female","18-Nov-60","KS","715-238-2678","Gold"
8039037,"Female","16-Oct-86","OH","714-274-5137","Gold"
68723599,"Male","14-Nov-65","OR","264-348-3762","Silver"
46129941,"Female","16-Mar-99","WV","943-157-4137","Silver"
58098499,"Female","27-May-88","MN","756-876-1238","Silver"
12377926,"Male","11-Nov-99","MS","735-517-7849","Silver"
20444103,"Male","17-Jan-80","KY","354-473-1357","Gold"
89456307,"Male","03-Aug-96","ID","135-341-8196","Platinum"
15166995,"Female","26-Mar-77","NC","129-568-9713","Gold"
38384757,"Female","09-Feb-97","KS","259-327-3729","Platinum"
74219574,"Female","28-Oct-67","NE","579-316-6573","Silver"
3967610,"Female","02-Sep-63","KS","947-413-6812","Platinum"
441097,"Male","19-Aug-71","CA","187-348-8375","Gold"
86992868,"Male","28-Sep-87","MS","826-714-7823","Silver"
78277006,"Female","29-Feb-92","WI","146-531-2189","Platinum"
83499843,"Male","03-Dec-88","ME","276-859-1849","Silver"
71585789,"Male","10-Oct-70","WV","156-568-1835","Platinum"
6342530,"Female","05-Apr-74","MO","852-547-4379","Silver"
72081129,"Male","19-Apr-73","SC","124-584-4261","Gold"
2413612,"Female","24-Jun-62","MO","354-589-7983","Gold"
263204,"Male","20-Dec-72","TX","173-892-6314","Silver"
8733543,"Male","29-Aug-93","IA","413-394-4173","Gold"
14792193,"Female","15-Jan-62","HI","587-954-9637","Gold"
80581271,"Male","15-May-67","WI","179-763-7395","Platinum"
18426154,"Male","07-Jun-60","NJ","879-485-1945","Gold"
85689455,"Female","20-Dec-81","RI","285-326-1834","Gold"
64270813,"Female","13-Mar-96","WY","643-297-4563","Silver"
51547112,"Female","09-Jan-66","CO","572-697-6125","Silver"
48609526,"Male","29-Jul-70","MN","493-794-4563","Platinum"
49759488,"Male","27-May-66","CT","173-198-2416","Silver"
56075921,"Female","05-Jul-69","FL","148-396-5961","Platinum"
76916649,"Female","10-May-92","SC","854-921-6417","Silver"
47565478,"Female","28-Jan-61","ND","786-685-8236","Silver"
18282409,"Female","29-Sep-73","AK","326-215-7361","Gold"
8715802,"Female","27-Aug-68","VT","573-719-2548","Silver"
42708350,"Male","29-Apr-95","MT","472-942-8126","Silver"
39405635,"Male","19-Mar-75","ID","216-347-2435","Gold"
48038858,"Female","11-Jun-89","NY","374-852-9148","Silver"
15880215,"Male","29-Apr-89","WI","349-735-4516","Platinum"
13088377,"Female","09-Nov-91","WY","794-928-4196","Platinum"
88870543,"Female","11-Dec-97","WV","591-659-9652","Platinum"
9339845,"Male","31-Jul-69","MO","976-293-9743","Gold"
13926634,"Male","08-Jul-82","FL","653-896-2719","Platinum"
18307355,"Male","09-Nov-68","ID","879-542-1978","Platinum"
50436220,"Male","05-Aug-80","NJ","748-715-9783","Gold"
66353946,"Female","20-Nov-79","KS","512-457-6923","Gold"
39881716,"Female","27-Jan-79","CT","764-685-8523","Silver"
28239393,"Male","19-Aug-78","AL","569-268-4785","Platinum"
5237129,"Male","21-Mar-99","WY","392-746-4561","Platinum"
19521118,"Female","21-Dec-70","SD","967-765-9625","Silver"
14892213,"Female","29-Aug-87","WV","413-256-8476","Gold"
53442249,"Male","23-May-81","VA","971-473-5832","Silver"
45971331,"Male","28-Aug-94","AK","936-389-8497","Platinum"
79889146,"Male","21-May-75","MT","193-219-1842","Silver"
21774335,"Male","07-Feb-77","OK","127-839-1746","Gold"
66284489,"Female","10-Apr-95","OH","967-136-5829","Gold"
72488905,"Female","10-Mar-80","NM","275-826-8236","Platinum"
93910149,"Male","10-Aug-96","HI","574-165-9841","Silver"
77116501,"Female","04-Apr-68","AR","915-934-5617","Platinum"
95822358,"Female","17-Dec-76","MD","851-432-1692","Silver"
54699348,"Female","30-Aug-75","NY","321-312-5267","Silver"
96496046,"Female","01-Apr-60","VA","965-645-9821","Platinum"
73869005,"Female","01-Jul-64","WV","695-428-9762","Gold"
83827717,"Female","24-Jan-88","NY","578-732-1238","Platinum"
55401227,"Male","18-Aug-91","MA","143-594-1839","Gold"
80295008,"Female","15-Sep-83","NY","542-369-9823","Platinum"
28820055,"Female","05-Dec-87","RI","612-458-8546","Gold"
93455439,"Female","20-Feb-72","MA","423-423-9561","Gold"
19478893,"Male","01-Mar-68","GA","981-142-3251","Gold"
45419022,"Female","01-Dec-93","NY","127-875-1924","Gold"
49583926,"Female","02-Aug-90","MD","853-612-6958","Gold"
72296323,"Male","06-Nov-60","PA","287-152-8153","Platinum"
10149231,"Female","22-Mar-92","FL","291-942-3485","Platinum"
93009704,"Male","16-Jul-98","ID","264-681-4759","Platinum"
60987956,"Male","26-Apr-82","MN","531-564-3296","Platinum"
68709394,"Female","23-Sep-66","ID","461-259-2635","Silver"
27878628,"Female","08-Aug-60","ND","538-689-6358","Platinum"
90085898,"Female","26-Feb-65","AK","789-783-8149","Platinum"
56098966,"Female","23-Mar-67","ME","456-658-1623","Gold"
